"category","matches","percentage","module","article","total_matches_article","module_total","total_words","prop_article","prop_module","matches_per_1000w"
"Beneficiaries",1,25,"Decision_Actors","Extreme gradient boosting-inspired process optimization algorithm for.pdf",4,4,7444,25,25,0.13
"Regulators",2,50,"Decision_Actors","Extreme gradient boosting-inspired process optimization algorithm for.pdf",4,4,7444,50,50,0.27
"Influencers",1,25,"Decision_Actors","Extreme gradient boosting-inspired process optimization algorithm for.pdf",4,4,7444,25,25,0.13
"Deep uncertainty",1,100,"Uncertainty_Types","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,1,5263,3.57,100,0.19
"Injectors",1,12.5,"Decision_Actors","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,8,5263,3.57,12.5,0.19
"Beneficiaries",3,37.5,"Decision_Actors","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,8,5263,10.71,37.5,0.57
"Affected",4,50,"Decision_Actors","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,8,5263,14.29,50,0.76
"Information",4,30.8,"Participation_Levels","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,13,5263,14.29,30.77,0.76
"Consultation",4,30.8,"Participation_Levels","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,13,5263,14.29,30.77,0.76
"Collaboration",3,23.1,"Participation_Levels","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,13,5263,10.71,23.08,0.57
"Empowerment",2,15.4,"Participation_Levels","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,13,5263,7.14,15.38,0.38
"Social",2,33.3,"Challenges","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,6,5263,7.14,33.33,0.38
"Social",2,33.3,"Challenges","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,6,5263,7.14,33.33,0.38
"Social",2,33.3,"Challenges","Freshwater Biology - 2019 - Rosero‐López - Streamlined eco‐engineering approach helps define environmental flows for.pdf",28,6,5263,7.14,33.33,0.38
"Deep uncertainty",2,50,"Uncertainty_Types","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,4,22645,10,50,0.09
"Epistemic",2,50,"Uncertainty_Types","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,4,22645,10,50,0.09
"Injectors",1,10,"Decision_Actors","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,10,22645,5,10,0.04
"Beneficiaries",2,20,"Decision_Actors","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,10,22645,10,20,0.09
"Affected",1,10,"Decision_Actors","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,10,22645,5,10,0.04
"Regulators",4,40,"Decision_Actors","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,10,22645,20,40,0.18
"Influencers",2,20,"Decision_Actors","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,10,22645,10,20,0.09
"Information",2,40,"Participation_Levels","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,5,22645,10,40,0.09
"Consultation",1,20,"Participation_Levels","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,5,22645,5,20,0.04
"Co-decision",1,20,"Participation_Levels","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,5,22645,5,20,0.04
"Empowerment",1,20,"Participation_Levels","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,5,22645,5,20,0.04
"Methodological",1,100,"Challenges","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",20,1,22645,5,100,0.04
"Deep uncertainty",2,50,"Uncertainty_Types","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,4,6430,4.88,50,0.31
"Epistemic",2,50,"Uncertainty_Types","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,4,6430,4.88,50,0.31
"Injectors",2,15.4,"Decision_Actors","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,13,6430,4.88,15.38,0.31
"Beneficiaries",5,38.5,"Decision_Actors","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,13,6430,12.2,38.46,0.78
"Affected",2,15.4,"Decision_Actors","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,13,6430,4.88,15.38,0.31
"Regulators",3,23.1,"Decision_Actors","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,13,6430,7.32,23.08,0.47
"Influencers",1,7.7,"Decision_Actors","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,13,6430,2.44,7.69,0.16
"Information",3,23.1,"Participation_Levels","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,13,6430,7.32,23.08,0.47
"Consultation",3,23.1,"Participation_Levels","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,13,6430,7.32,23.08,0.47
"Collaboration",3,23.1,"Participation_Levels","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,13,6430,7.32,23.08,0.47
"Co-decision",1,7.7,"Participation_Levels","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,13,6430,2.44,7.69,0.16
"Empowerment",3,23.1,"Participation_Levels","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,13,6430,7.32,23.08,0.47
"Institutional",1,9.1,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,11,6430,2.44,9.09,0.16
"Institutional",1,9.1,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,11,6430,2.44,9.09,0.16
"Institutional",2,18.2,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,11,6430,4.88,18.18,0.31
"Social",2,18.2,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,11,6430,4.88,18.18,0.31
"Social",2,18.2,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,11,6430,4.88,18.18,0.31
"Social",2,18.2,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,11,6430,4.88,18.18,0.31
"Methodological",1,9.1,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",41,11,6430,2.44,9.09,0.16
"Epistemic",1,100,"Uncertainty_Types","Implications of climate targets on oil production and fiscal revenues in.pdf",13,1,5254,7.69,100,0.19
"Injectors",3,37.5,"Decision_Actors","Implications of climate targets on oil production and fiscal revenues in.pdf",13,8,5254,23.08,37.5,0.57
"Beneficiaries",1,12.5,"Decision_Actors","Implications of climate targets on oil production and fiscal revenues in.pdf",13,8,5254,7.69,12.5,0.19
"Regulators",3,37.5,"Decision_Actors","Implications of climate targets on oil production and fiscal revenues in.pdf",13,8,5254,23.08,37.5,0.57
"Influencers",1,12.5,"Decision_Actors","Implications of climate targets on oil production and fiscal revenues in.pdf",13,8,5254,7.69,12.5,0.19
"Information",2,50,"Participation_Levels","Implications of climate targets on oil production and fiscal revenues in.pdf",13,4,5254,15.38,50,0.38
"Co-decision",1,25,"Participation_Levels","Implications of climate targets on oil production and fiscal revenues in.pdf",13,4,5254,7.69,25,0.19
"Empowerment",1,25,"Participation_Levels","Implications of climate targets on oil production and fiscal revenues in.pdf",13,4,5254,7.69,25,0.19
"Epistemic",1,100,"Uncertainty_Types","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,1,6783,1.79,100,0.15
"Extractors",1,3.8,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,26,6783,1.79,3.85,0.15
"Injectors",1,3.8,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,26,6783,1.79,3.85,0.15
"Beneficiaries",5,19.2,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,26,6783,8.93,19.23,0.74
"Affected",8,30.8,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,26,6783,14.29,30.77,1.18
"Regulators",6,23.1,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,26,6783,10.71,23.08,0.88
"Influencers",5,19.2,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,26,6783,8.93,19.23,0.74
"Information",7,33.3,"Participation_Levels","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,21,6783,12.5,33.33,1.03
"Consultation",4,19,"Participation_Levels","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,21,6783,7.14,19.05,0.59
"Collaboration",6,28.6,"Participation_Levels","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,21,6783,10.71,28.57,0.88
"Co-decision",1,4.8,"Participation_Levels","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,21,6783,1.79,4.76,0.15
"Empowerment",3,14.3,"Participation_Levels","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,21,6783,5.36,14.29,0.44
"Epistemological",1,12.5,"Challenges","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,8,6783,1.79,12.5,0.15
"Social",2,25,"Challenges","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,8,6783,3.57,25,0.29
"Social",2,25,"Challenges","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,8,6783,3.57,25,0.29
"Social",2,25,"Challenges","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,8,6783,3.57,25,0.29
"Methodological",1,12.5,"Challenges","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",56,8,6783,1.79,12.5,0.15
"Epistemic",1,100,"Uncertainty_Types","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,1,7012,2.63,100,0.14
"Extractors",1,5.6,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,18,7012,2.63,5.56,0.14
"Injectors",1,5.6,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,18,7012,2.63,5.56,0.14
"Beneficiaries",5,27.8,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,18,7012,13.16,27.78,0.71
"Affected",4,22.2,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,18,7012,10.53,22.22,0.57
"Regulators",3,16.7,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,18,7012,7.89,16.67,0.43
"Influencers",4,22.2,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,18,7012,10.53,22.22,0.57
"Information",3,30,"Participation_Levels","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,10,7012,7.89,30,0.43
"Consultation",2,20,"Participation_Levels","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,10,7012,5.26,20,0.29
"Collaboration",3,30,"Participation_Levels","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,10,7012,7.89,30,0.43
"Empowerment",2,20,"Participation_Levels","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,10,7012,5.26,20,0.29
"Social",2,22.2,"Challenges","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,9,7012,5.26,22.22,0.29
"Social",2,22.2,"Challenges","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,9,7012,5.26,22.22,0.29
"Social",2,22.2,"Challenges","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,9,7012,5.26,22.22,0.29
"Methodological",1,11.1,"Challenges","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,9,7012,2.63,11.11,0.14
"Methodological",1,11.1,"Challenges","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,9,7012,2.63,11.11,0.14
"Methodological",1,11.1,"Challenges","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",38,9,7012,2.63,11.11,0.14
"Deep uncertainty",1,100,"Uncertainty_Types","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,1,4920,5.56,100,0.2
"Injectors",1,10,"Decision_Actors","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,10,4920,5.56,10,0.2
"Beneficiaries",2,20,"Decision_Actors","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,10,4920,11.11,20,0.41
"Affected",2,20,"Decision_Actors","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,10,4920,11.11,20,0.41
"Regulators",3,30,"Decision_Actors","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,10,4920,16.67,30,0.61
"Influencers",2,20,"Decision_Actors","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,10,4920,11.11,20,0.41
"Information",1,25,"Participation_Levels","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,4,4920,5.56,25,0.2
"Collaboration",1,25,"Participation_Levels","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,4,4920,5.56,25,0.2
"Co-decision",1,25,"Participation_Levels","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,4,4920,5.56,25,0.2
"Empowerment",1,25,"Participation_Levels","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,4,4920,5.56,25,0.2
"Methodological",1,33.3,"Challenges","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,3,4920,5.56,33.33,0.2
"Methodological",1,33.3,"Challenges","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,3,4920,5.56,33.33,0.2
"Methodological",1,33.3,"Challenges","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",18,3,4920,5.56,33.33,0.2
"Injectors",1,7.1,"Decision_Actors","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,14,8628,2.56,7.14,0.12
"Beneficiaries",4,28.6,"Decision_Actors","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,14,8628,10.26,28.57,0.46
"Affected",3,21.4,"Decision_Actors","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,14,8628,7.69,21.43,0.35
"Regulators",4,28.6,"Decision_Actors","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,14,8628,10.26,28.57,0.46
"Influencers",2,14.3,"Decision_Actors","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,14,8628,5.13,14.29,0.23
"Information",3,20,"Participation_Levels","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,15,8628,7.69,20,0.35
"Consultation",2,13.3,"Participation_Levels","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,15,8628,5.13,13.33,0.23
"Collaboration",5,33.3,"Participation_Levels","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,15,8628,12.82,33.33,0.58
"Co-decision",2,13.3,"Participation_Levels","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,15,8628,5.13,13.33,0.23
"Empowerment",3,20,"Participation_Levels","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,15,8628,7.69,20,0.35
"Institutional",1,10,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,10,8628,2.56,10,0.12
"Institutional",1,10,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,10,8628,2.56,10,0.12
"Institutional",1,10,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,10,8628,2.56,10,0.12
"Social",2,20,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,10,8628,5.13,20,0.23
"Social",2,20,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,10,8628,5.13,20,0.23
"Social",2,20,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,10,8628,5.13,20,0.23
"Methodological",1,10,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",39,10,8628,2.56,10,0.12
"Deep uncertainty",1,33.3,"Uncertainty_Types","Multi-level storylines for participatory modeling.pdf",54,3,11055,1.85,33.33,0.09
"Epistemic",1,33.3,"Uncertainty_Types","Multi-level storylines for participatory modeling.pdf",54,3,11055,1.85,33.33,0.09
"Ambiguity",1,33.3,"Uncertainty_Types","Multi-level storylines for participatory modeling.pdf",54,3,11055,1.85,33.33,0.09
"Extractors",3,13,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",54,23,11055,5.56,13.04,0.27
"Injectors",1,4.3,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",54,23,11055,1.85,4.35,0.09
"Beneficiaries",5,21.7,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",54,23,11055,9.26,21.74,0.45
"Affected",4,17.4,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",54,23,11055,7.41,17.39,0.36
"Regulators",5,21.7,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",54,23,11055,9.26,21.74,0.45
"Influencers",5,21.7,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",54,23,11055,9.26,21.74,0.45
"Information",5,27.8,"Participation_Levels","Multi-level storylines for participatory modeling.pdf",54,18,11055,9.26,27.78,0.45
"Consultation",3,16.7,"Participation_Levels","Multi-level storylines for participatory modeling.pdf",54,18,11055,5.56,16.67,0.27
"Collaboration",6,33.3,"Participation_Levels","Multi-level storylines for participatory modeling.pdf",54,18,11055,11.11,33.33,0.54
"Co-decision",1,5.6,"Participation_Levels","Multi-level storylines for participatory modeling.pdf",54,18,11055,1.85,5.56,0.09
"Empowerment",3,16.7,"Participation_Levels","Multi-level storylines for participatory modeling.pdf",54,18,11055,5.56,16.67,0.27
"Institutional",1,10,"Challenges","Multi-level storylines for participatory modeling.pdf",54,10,11055,1.85,10,0.09
"Institutional",1,10,"Challenges","Multi-level storylines for participatory modeling.pdf",54,10,11055,1.85,10,0.09
"Institutional",1,10,"Challenges","Multi-level storylines for participatory modeling.pdf",54,10,11055,1.85,10,0.09
"Social",2,20,"Challenges","Multi-level storylines for participatory modeling.pdf",54,10,11055,3.7,20,0.18
"Social",2,20,"Challenges","Multi-level storylines for participatory modeling.pdf",54,10,11055,3.7,20,0.18
"Social",2,20,"Challenges","Multi-level storylines for participatory modeling.pdf",54,10,11055,3.7,20,0.18
"Methodological",1,10,"Challenges","Multi-level storylines for participatory modeling.pdf",54,10,11055,1.85,10,0.09
"Injectors",1,25,"Decision_Actors","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",7,4,4881,14.29,25,0.2
"Regulators",1,25,"Decision_Actors","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",7,4,4881,14.29,25,0.2
"Influencers",2,50,"Decision_Actors","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",7,4,4881,28.57,50,0.41
"Consultation",1,33.3,"Participation_Levels","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",7,3,4881,14.29,33.33,0.2
"Co-decision",1,33.3,"Participation_Levels","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",7,3,4881,14.29,33.33,0.2
"Empowerment",1,33.3,"Participation_Levels","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",7,3,4881,14.29,33.33,0.2
"Knightian",1,50,"Uncertainty_Types","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,2,8478,6.67,50,0.12
"Epistemic",1,50,"Uncertainty_Types","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,2,8478,6.67,50,0.12
"Injectors",1,16.7,"Decision_Actors","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,6,8478,6.67,16.67,0.12
"Affected",1,16.7,"Decision_Actors","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,6,8478,6.67,16.67,0.12
"Regulators",3,50,"Decision_Actors","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,6,8478,20,50,0.35
"Influencers",1,16.7,"Decision_Actors","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,6,8478,6.67,16.67,0.12
"Consultation",1,16.7,"Participation_Levels","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,6,8478,6.67,16.67,0.12
"Collaboration",2,33.3,"Participation_Levels","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,6,8478,13.33,33.33,0.24
"Co-decision",2,33.3,"Participation_Levels","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,6,8478,13.33,33.33,0.24
"Empowerment",1,16.7,"Participation_Levels","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,6,8478,6.67,16.67,0.12
"Methodological",1,100,"Challenges","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",15,1,8478,6.67,100,0.12
"Beneficiaries",1,12.5,"Decision_Actors","NAP-Uruguay-Energy-2024.pdf",10,8,18270,10,12.5,0.05
"Affected",1,12.5,"Decision_Actors","NAP-Uruguay-Energy-2024.pdf",10,8,18270,10,12.5,0.05
"Regulators",3,37.5,"Decision_Actors","NAP-Uruguay-Energy-2024.pdf",10,8,18270,30,37.5,0.16
"Influencers",3,37.5,"Decision_Actors","NAP-Uruguay-Energy-2024.pdf",10,8,18270,30,37.5,0.16
"Consultation",1,100,"Participation_Levels","NAP-Uruguay-Energy-2024.pdf",10,1,18270,10,100,0.05
"Methodological",1,100,"Challenges","NAP-Uruguay-Energy-2024.pdf",10,1,18270,10,100,0.05
"Knightian",1,16.7,"Uncertainty_Types","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,6,10794,1.89,16.67,0.09
"Ontological",1,16.7,"Uncertainty_Types","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,6,10794,1.89,16.67,0.09
"Deep uncertainty",2,33.3,"Uncertainty_Types","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,6,10794,3.77,33.33,0.19
"Epistemic",1,16.7,"Uncertainty_Types","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,6,10794,1.89,16.67,0.09
"Ambiguity",1,16.7,"Uncertainty_Types","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,6,10794,1.89,16.67,0.09
"Extractors",2,11.8,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,17,10794,3.77,11.76,0.19
"Injectors",1,5.9,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,17,10794,1.89,5.88,0.09
"Beneficiaries",5,29.4,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,17,10794,9.43,29.41,0.46
"Affected",5,29.4,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,17,10794,9.43,29.41,0.46
"Regulators",2,11.8,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,17,10794,3.77,11.76,0.19
