"category","matches","percentage","module","article","total_matches_article","module_total","total_words","prop_article","prop_module","matches_per_1000w"
"Injectors",1,0.2,"Decision_Actors","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",749,553,49474,0.13,0.18,0.02
"Beneficiaries",27,4.9,"Decision_Actors","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",749,553,49474,3.6,4.88,0.55
"Affected",45,8.1,"Decision_Actors","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",749,553,49474,6.01,8.14,0.91
"Regulators",339,61.3,"Decision_Actors","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",749,553,49474,45.26,61.3,6.85
"Influencers",133,24.1,"Decision_Actors","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",749,553,49474,17.76,24.05,2.69
"Information",57,91.9,"Participation_Levels","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",749,62,49474,7.61,91.94,1.15
"Consultation",5,8.1,"Participation_Levels","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",749,62,49474,0.67,8.06,0.1
"Methodological",12,100,"Challenges","Harmonizing Discretionary Policy Choice with Fiscal Rule Making.pdf",749,12,49474,1.6,100,0.24
"Deep uncertainty",9,19.6,"Uncertainty_Types","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,46,7210,6.08,19.57,1.25
"Epistemic",37,80.4,"Uncertainty_Types","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,46,7210,25,80.43,5.13
"Injectors",25,32.1,"Decision_Actors","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,78,7210,16.89,32.05,3.47
"Beneficiaries",18,23.1,"Decision_Actors","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,78,7210,12.16,23.08,2.5
"Affected",1,1.3,"Decision_Actors","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,78,7210,0.68,1.28,0.14
"Regulators",30,38.5,"Decision_Actors","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,78,7210,20.27,38.46,4.16
"Influencers",4,5.1,"Decision_Actors","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,78,7210,2.7,5.13,0.55
"Information",9,52.9,"Participation_Levels","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,17,7210,6.08,52.94,1.25
"Consultation",3,17.6,"Participation_Levels","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,17,7210,2.03,17.65,0.42
"Collaboration",1,5.9,"Participation_Levels","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,17,7210,0.68,5.88,0.14
"Empowerment",4,23.5,"Participation_Levels","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,17,7210,2.7,23.53,0.55
"Institutional",1,14.3,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,7,7210,0.68,14.29,0.14
"Institutional",1,14.3,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,7,7210,0.68,14.29,0.14
"Institutional",3,42.9,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,7,7210,2.03,42.86,0.42
"Methodological",2,28.6,"Challenges","Identifying Robust Energy Decarbonization Pathways Under Multi-Objective CriteriaThe Case of Transport in Costa Rica.pdf",148,7,7210,1.35,28.57,0.28
"Epistemic",27,100,"Uncertainty_Types","Implications of climate targets on oil production and fiscal revenues in.pdf",136,27,5460,19.85,100,4.95
"Extractors",1,1.1,"Decision_Actors","Implications of climate targets on oil production and fiscal revenues in.pdf",136,93,5460,0.74,1.08,0.18
"Injectors",4,4.3,"Decision_Actors","Implications of climate targets on oil production and fiscal revenues in.pdf",136,93,5460,2.94,4.3,0.73
"Beneficiaries",17,18.3,"Decision_Actors","Implications of climate targets on oil production and fiscal revenues in.pdf",136,93,5460,12.5,18.28,3.11
"Affected",1,1.1,"Decision_Actors","Implications of climate targets on oil production and fiscal revenues in.pdf",136,93,5460,0.74,1.08,0.18
"Regulators",54,58.1,"Decision_Actors","Implications of climate targets on oil production and fiscal revenues in.pdf",136,93,5460,39.71,58.06,9.89
"Influencers",16,17.2,"Decision_Actors","Implications of climate targets on oil production and fiscal revenues in.pdf",136,93,5460,11.76,17.2,2.93
"Information",16,100,"Participation_Levels","Implications of climate targets on oil production and fiscal revenues in.pdf",136,16,5460,11.76,100,2.93
"Epistemic",2,100,"Uncertainty_Types","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,2,7226,0.66,100,0.28
"Extractors",3,1.3,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,223,7226,1,1.35,0.42
"Injectors",15,6.7,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,223,7226,4.98,6.73,2.08
"Beneficiaries",50,22.4,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,223,7226,16.61,22.42,6.92
"Affected",64,28.7,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,223,7226,21.26,28.7,8.86
"Regulators",67,30,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,223,7226,22.26,30.04,9.27
"Influencers",24,10.8,"Decision_Actors","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,223,7226,7.97,10.76,3.32
"Information",22,31.9,"Participation_Levels","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,69,7226,7.31,31.88,3.04
"Consultation",11,15.9,"Participation_Levels","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,69,7226,3.65,15.94,1.52
"Collaboration",24,34.8,"Participation_Levels","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,69,7226,7.97,34.78,3.32
"Empowerment",12,17.4,"Participation_Levels","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,69,7226,3.99,17.39,1.66
"Epistemological",1,14.3,"Challenges","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,7,7226,0.33,14.29,0.14
"Methodological",6,85.7,"Challenges","Inclusive-approaches-to-urban-climate-adaptation-planning-and-implementation-in-the-Global-SouthClimate-Policy.pdf",301,7,7226,1.99,85.71,0.83
"Epistemic",5,100,"Uncertainty_Types","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,5,7054,5,100,0.71
"Extractors",5,6.7,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,75,7054,5,6.67,0.71
"Injectors",2,2.7,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,75,7054,2,2.67,0.28
"Beneficiaries",23,30.7,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,75,7054,23,30.67,3.26
"Affected",5,6.7,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,75,7054,5,6.67,0.71
"Regulators",7,9.3,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,75,7054,7,9.33,0.99
"Influencers",33,44,"Decision_Actors","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,75,7054,33,44,4.68
"Information",6,46.2,"Participation_Levels","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,13,7054,6,46.15,0.85
"Collaboration",1,7.7,"Participation_Levels","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,13,7054,1,7.69,0.14
"Empowerment",6,46.2,"Participation_Levels","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,13,7054,6,46.15,0.85
"Methodological",3,42.9,"Challenges","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,7,7054,3,42.86,0.43
"Methodological",2,28.6,"Challenges","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,7,7054,2,28.57,0.28
"Methodological",2,28.6,"Challenges","Integrated energy-water-land nexus planning in the Colorado River Basin (Argentina).pdf",100,7,7054,2,28.57,0.28
"Deep uncertainty",4,44.4,"Uncertainty_Types","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,9,5135,3.77,44.44,0.78
"Epistemic",5,55.6,"Uncertainty_Types","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,9,5135,4.72,55.56,0.97
"Injectors",2,2.5,"Decision_Actors","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,81,5135,1.89,2.47,0.39
"Beneficiaries",10,12.3,"Decision_Actors","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,81,5135,9.43,12.35,1.95
"Affected",2,2.5,"Decision_Actors","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,81,5135,1.89,2.47,0.39
"Regulators",34,42,"Decision_Actors","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,81,5135,32.08,41.98,6.62
"Influencers",33,40.7,"Decision_Actors","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,81,5135,31.13,40.74,6.43
"Information",7,87.5,"Participation_Levels","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,8,5135,6.6,87.5,1.36
"Collaboration",1,12.5,"Participation_Levels","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,8,5135,0.94,12.5,0.19
"Methodological",6,75,"Challenges","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,8,5135,5.66,75,1.17
"Methodological",1,12.5,"Challenges","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,8,5135,0.94,12.5,0.19
"Methodological",1,12.5,"Challenges","Job creation and decarbonization synergies in Latin America a simulation-based exploratory modeling analysis.pdf",106,8,5135,0.94,12.5,0.19
"Deep uncertainty",1,100,"Uncertainty_Types","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,1,9427,0.9,100,0.11
"Injectors",10,12.2,"Decision_Actors","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,82,9427,9.01,12.2,1.06
"Beneficiaries",31,37.8,"Decision_Actors","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,82,9427,27.93,37.8,3.29
"Affected",4,4.9,"Decision_Actors","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,82,9427,3.6,4.88,0.42
"Regulators",31,37.8,"Decision_Actors","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,82,9427,27.93,37.8,3.29
"Influencers",6,7.3,"Decision_Actors","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,82,9427,5.41,7.32,0.64
"Information",9,37.5,"Participation_Levels","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,24,9427,8.11,37.5,0.95
"Collaboration",4,16.7,"Participation_Levels","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,24,9427,3.6,16.67,0.42
"Co-decision",8,33.3,"Participation_Levels","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,24,9427,7.21,33.33,0.85
"Empowerment",3,12.5,"Participation_Levels","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,24,9427,2.7,12.5,0.32
"Institutional",1,25,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,4,9427,0.9,25,0.11
"Institutional",1,25,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,4,9427,0.9,25,0.11
"Institutional",1,25,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,4,9427,0.9,25,0.11
"Methodological",1,25,"Challenges","Land-Use and Legislation-Based Methodology for the Implementation of Sustainable Drainage Systems in the Semi-Arid Region of Brazil.pdf",111,4,9427,0.9,25,0.11
"Deep uncertainty",1,25,"Uncertainty_Types","Multi-level storylines for participatory modeling.pdf",412,4,11517,0.24,25,0.09
"Epistemic",2,50,"Uncertainty_Types","Multi-level storylines for participatory modeling.pdf",412,4,11517,0.49,50,0.17
"Ambiguity",1,25,"Uncertainty_Types","Multi-level storylines for participatory modeling.pdf",412,4,11517,0.24,25,0.09
"Extractors",31,24.8,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",412,125,11517,7.52,24.8,2.69
"Injectors",3,2.4,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",412,125,11517,0.73,2.4,0.26
"Beneficiaries",11,8.8,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",412,125,11517,2.67,8.8,0.96
"Affected",19,15.2,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",412,125,11517,4.61,15.2,1.65
"Regulators",38,30.4,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",412,125,11517,9.22,30.4,3.3
"Influencers",23,18.4,"Decision_Actors","Multi-level storylines for participatory modeling.pdf",412,125,11517,5.58,18.4,2
"Information",41,15.1,"Participation_Levels","Multi-level storylines for participatory modeling.pdf",412,271,11517,9.95,15.13,3.56
"Consultation",6,2.2,"Participation_Levels","Multi-level storylines for participatory modeling.pdf",412,271,11517,1.46,2.21,0.52
"Collaboration",88,32.5,"Participation_Levels","Multi-level storylines for participatory modeling.pdf",412,271,11517,21.36,32.47,7.64
"Empowerment",136,50.2,"Participation_Levels","Multi-level storylines for participatory modeling.pdf",412,271,11517,33.01,50.18,11.81
"Institutional",1,8.3,"Challenges","Multi-level storylines for participatory modeling.pdf",412,12,11517,0.24,8.33,0.09
"Institutional",1,8.3,"Challenges","Multi-level storylines for participatory modeling.pdf",412,12,11517,0.24,8.33,0.09
"Institutional",1,8.3,"Challenges","Multi-level storylines for participatory modeling.pdf",412,12,11517,0.24,8.33,0.09
"Methodological",9,75,"Challenges","Multi-level storylines for participatory modeling.pdf",412,12,11517,2.18,75,0.78
"Deep uncertainty",2,66.7,"Uncertainty_Types","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",31,3,6103,6.45,66.67,0.33
"Epistemic",1,33.3,"Uncertainty_Types","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",31,3,6103,3.23,33.33,0.16
"Injectors",7,41.2,"Decision_Actors","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",31,17,6103,22.58,41.18,1.15
"Regulators",2,11.8,"Decision_Actors","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",31,17,6103,6.45,11.76,0.33
"Influencers",8,47.1,"Decision_Actors","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",31,17,6103,25.81,47.06,1.31
"Information",5,45.5,"Participation_Levels","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",31,11,6103,16.13,45.45,0.82
"Consultation",1,9.1,"Participation_Levels","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",31,11,6103,3.23,9.09,0.16
"Co-decision",5,45.5,"Participation_Levels","Multi-Objective Approach for Determining Optimal Sustainable Urban Drainage Systems Combination at City Scale. The Case of San Luis Potosí (México).pdf",31,11,6103,16.13,45.45,0.82
"Epistemic",4,100,"Uncertainty_Types","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,4,9078,6.9,100,0.44
"Extractors",1,4,"Decision_Actors","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,25,9078,1.72,4,0.11
"Injectors",2,8,"Decision_Actors","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,25,9078,3.45,8,0.22
"Beneficiaries",1,4,"Decision_Actors","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,25,9078,1.72,4,0.11
"Affected",2,8,"Decision_Actors","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,25,9078,3.45,8,0.22
"Regulators",7,28,"Decision_Actors","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,25,9078,12.07,28,0.77
"Influencers",12,48,"Decision_Actors","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,25,9078,20.69,48,1.32
"Information",18,66.7,"Participation_Levels","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,27,9078,31.03,66.67,1.98
"Consultation",4,14.8,"Participation_Levels","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,27,9078,6.9,14.81,0.44
"Collaboration",2,7.4,"Participation_Levels","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,27,9078,3.45,7.41,0.22
"Co-decision",3,11.1,"Participation_Levels","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,27,9078,5.17,11.11,0.33
"Methodological",2,100,"Challenges","Multiobjective-Direct-Policy-Search-Using-Physically-Based-Operating-Rules-in-Multireservoir-SystemsJournal-of-Water-Resources-Planning-and-Management.pdf",58,2,9078,3.45,100,0.22
"Extractors",13,4.2,"Decision_Actors","NAP-Uruguay-Energy-2024.pdf",494,307,31666,2.63,4.23,0.41
"Beneficiaries",23,7.5,"Decision_Actors","NAP-Uruguay-Energy-2024.pdf",494,307,31666,4.66,7.49,0.73
"Affected",8,2.6,"Decision_Actors","NAP-Uruguay-Energy-2024.pdf",494,307,31666,1.62,2.61,0.25
"Regulators",85,27.7,"Decision_Actors","NAP-Uruguay-Energy-2024.pdf",494,307,31666,17.21,27.69,2.68
"Influencers",178,58,"Decision_Actors","NAP-Uruguay-Energy-2024.pdf",494,307,31666,36.03,57.98,5.62
"Information",133,71.9,"Participation_Levels","NAP-Uruguay-Energy-2024.pdf",494,185,31666,26.92,71.89,4.2
"Consultation",52,28.1,"Participation_Levels","NAP-Uruguay-Energy-2024.pdf",494,185,31666,10.53,28.11,1.64
"Methodological",2,100,"Challenges","NAP-Uruguay-Energy-2024.pdf",494,2,31666,0.4,100,0.06
"Knightian",2,2.7,"Uncertainty_Types","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,1.01,2.74,0.17
"Ontological",5,6.8,"Uncertainty_Types","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,2.51,6.85,0.43
"Deep uncertainty",31,42.5,"Uncertainty_Types","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,15.58,42.47,2.69
"Epistemic",33,45.2,"Uncertainty_Types","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,16.58,45.21,2.86
"Ambiguity",2,2.7,"Uncertainty_Types","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,1.01,2.74,0.17
"Extractors",6,8.2,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,3.02,8.22,0.52
"Injectors",1,1.4,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,0.5,1.37,0.09
"Beneficiaries",15,20.5,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,7.54,20.55,1.3
"Affected",12,16.4,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,6.03,16.44,1.04
"Regulators",19,26,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,9.55,26.03,1.65
"Influencers",20,27.4,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,73,11544,10.05,27.4,1.73
"Information",15,31.9,"Participation_Levels","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,47,11544,7.54,31.91,1.3
"Collaboration",19,40.4,"Participation_Levels","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,47,11544,9.55,40.43,1.65
"Co-decision",1,2.1,"Participation_Levels","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,47,11544,0.5,2.13,0.09
"Empowerment",12,25.5,"Participation_Levels","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,47,11544,6.03,25.53,1.04
"Epistemological",3,50,"Challenges","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,6,11544,1.51,50,0.26
"Methodological",3,50,"Challenges","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",199,6,11544,1.51,50,0.26
"Deep uncertainty",6,24,"Uncertainty_Types","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,25,5346,6.98,24,1.12
"Epistemic",19,76,"Uncertainty_Types","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,25,5346,22.09,76,3.55
"Injectors",3,16.7,"Decision_Actors","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,18,5346,3.49,16.67,0.56
"Beneficiaries",8,44.4,"Decision_Actors","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,18,5346,9.3,44.44,1.5
"Affected",1,5.6,"Decision_Actors","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,18,5346,1.16,5.56,0.19
"Regulators",5,27.8,"Decision_Actors","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,18,5346,5.81,27.78,0.94
"Influencers",1,5.6,"Decision_Actors","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,18,5346,1.16,5.56,0.19
"Information",12,33.3,"Participation_Levels","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,36,5346,13.95,33.33,2.24
"Consultation",4,11.1,"Participation_Levels","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,36,5346,4.65,11.11,0.75
"Collaboration",11,30.6,"Participation_Levels","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,36,5346,12.79,30.56,2.06
"Empowerment",9,25,"Participation_Levels","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,36,5346,10.47,25,1.68
"Methodological",7,100,"Challenges","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",86,7,5346,8.14,100,1.31
"Epistemic",2,50,"Uncertainty_Types","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,4,7200,3.03,50,0.28
"Ambiguity",2,50,"Uncertainty_Types","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,4,7200,3.03,50,0.28
"Extractors",1,3,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,33,7200,1.52,3.03,0.14
"Injectors",2,6.1,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,33,7200,3.03,6.06,0.28
"Beneficiaries",6,18.2,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,33,7200,9.09,18.18,0.83
"Regulators",14,42.4,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,33,7200,21.21,42.42,1.94
"Influencers",10,30.3,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,33,7200,15.15,30.3,1.39
"Information",8,30.8,"Participation_Levels","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,26,7200,12.12,30.77,1.11
"Collaboration",3,11.5,"Participation_Levels","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,26,7200,4.55,11.54,0.42
